time,selection
96,-0.00671
97,-0.00671
98,-0.00671
99,-0.00676
100,-0.00676
101,-0.00676
102,-0.00679
103,-0.00679
104,-0.00662
105,-0.00662
106,-0.00662
107,-0.00662
108,-0.00662
109,-0.00662
110,-0.00662
111,-0.00662
112,-0.00662
113,-0.00662
114,-0.00662
115,-0.00662
116,-0.00662
117,-0.00662
118,-0.00662
119,-0.00621
120,-0.00621
121,-0.00621
122,-0.00621
123,-0.00621
124,-0.00621
125,-0.00621
126,-0.00621
127,-0.00621
128,-0.00621
129,-0.00621
130,-0.00621
131,-0.00621
132,-0.00571
133,-0.00571
134,-0.00571
135,-0.00571
136,-0.00572
137,-0.00572
138,-0.00572
139,-0.00480
140,-0.00480
141,-0.00480
142,-0.00480
143,-0.00480
144,-0.00480
145,-0.00480
146,-0.00480
147,-0.00430
148,-0.00430
149,-0.00430
150,-0.00430
151,-0.00430
152,-0.00430
153,-0.00425
154,-0.00425
155,-0.00342
156,-0.00327
157,-0.00060
158,-0.00060
159,-0.00060
160,-0.00060
161,-0.00060
162,0.00295
163,0.00295
164,0.00295
165,0.00295
166,0.00293
167,0.00293
168,0.00293
169,0.00400
170,0.00400
171,0.00400
172,0.00400
173,0.00028
174,0.00524
175,0.00524
176,0.00524
177,0.00524
178,0.00524
179,0.00524
180,0.00524
181,0.01240
182,0.01240
183,0.01240
184,0.01188
185,0.01188
186,0.01188
187,0.01188
188,0.01188
189,0.01166
190,0.00971
191,0.00971
192,0.00971
193,0.00971
194,0.00971
195,0.00966
196,0.00129
197,0.00129
198,0.00128
199,0.00128
200,0.00128
201,0.00123
202,0.00011
203,0.00011
204,0.00011
205,0.00011
206,0.00011
207,0.00011
208,0.00011
209,0.00477
210,0.00477
211,0.00477
212,0.00477
213,0.00477
214,0.00477
215,0.00475
216,0.00475
217,0.00475
218,0.00475
219,0.00475
220,0.00475
221,0.00475
222,0.00474
223,-0.00349
224,-0.00349
225,-0.00348
226,-0.00348
227,-0.00348
228,-0.00348
229,0.04969
230,0.04969
231,0.04969
232,0.04969
233,0.04969
234,0.04969
235,0.04969
236,0.01874
237,0.01874
238,0.01874
239,0.01874
240,0.01737
241,0.01737
242,0.01737
243,0.01737
244,0.04065
245,0.04065
246,0.04065
247,0.04065
248,0.04065
249,0.04065
250,0.04064
251,0.04064
252,0.03996
253,0.01462
254,0.00446
255,0.00446
256,0.00446
257,0.00423
258,0.00423
259,0.00359
260,0.00360
261,0.00360
262,0.00360
263,0.00360
264,0.00347
265,0.00347
266,0.00347
267,0.00347
268,0.00347
269,0.00347
270,0.00347
271,0.00284
272,0.00284
273,0.00284
274,0.00283
275,0.00283
276,0.00283
277,0.00283
278,0.07631
279,0.07631
280,0.07631
281,0.04735
282,0.04735
283,0.04735
284,0.04735
285,0.04782
286,0.04782
287,0.01901
288,0.01901
289,0.01901
290,0.01901
291,0.01901
292,0.01835
293,0.01856
294,0.01856
295,0.01856
296,0.01856
297,0.01856
298,0.01856
299,0.00987
300,0.01579
301,0.01579
302,0.01579
303,0.01579
304,0.01579
305,0.01579
306,0.01646
307,0.00755
308,0.00755
309,0.00755
310,0.00730
311,0.00730
312,0.00730
313,0.02435
314,0.02380
315,0.02382
316,0.02383
317,0.03224
318,0.03224
319,0.03224
320,0.01212
321,0.01211
322,0.06615
323,0.06615
324,0.07658
325,0.07658
326,0.15709
327,0.15021
328,0.15025
329,0.14993
330,0.14993
331,0.14960
332,0.31833
333,0.31833
334,0.31726
335,0.31766
336,0.31766
337,0.31766
338,0.31353
339,0.31353
340,0.31353
341,0.52462
342,0.52336
343,0.52901
344,0.52981
345,0.52891
346,0.52891
347,0.52891
348,0.16794
349,0.16794
350,0.16794
351,0.16795
352,0.16595
353,0.16595
354,0.16595
355,0.89145
356,0.32944
357,0.33423
358,0.35261
359,0.35261
360,0.35261
361,0.35261
362,0.35261
363,0.45799
364,0.45821
365,0.60076
366,0.60076
367,0.60076
368,0.60577
369,0.58449
370,0.53377
371,0.57757
372,0.60263
373,0.46072
374,0.46072
375,0.46072
376,0.45700
377,0.54279
378,0.55757
379,0.50876
380,0.44377
381,0.44377
382,0.44377
383,0.48398
384,0.48398
385,0.48398
386,0.48398
387,0.47015
388,0.47015
389,0.47014
390,0.46485
391,0.46485
392,0.46429
393,0.46429
394,0.46430
395,0.46430
396,0.46430
397,0.46430
398,0.46430
399,0.47487
400,0.47447
401,0.47447
